epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,22453.6,1.7496,0.72332,1.13846,0.5732,0.48272,0.49872,0.29714,2.44291,0.68316,1.12735,0.009112,0.009112,0.009112
113,22807.6,1.73742,0.72595,1.13997,0.56264,0.4898,0.49876,0.2974,2.44117,0.68226,1.12708,0.009104,0.009104,0.009104
114,23155.8,1.75355,0.72362,1.1352,0.55878,0.49339,0.49958,0.29769,2.43916,0.68154,1.12668,0.009096,0.009096,0.009096
115,23503.7,1.73347,0.72022,1.13432,0.55691,0.49876,0.50106,0.29812,2.43662,0.68103,1.12635,0.009088,0.009088,0.009088
116,23859.5,1.72646,0.71933,1.13289,0.55351,0.50266,0.50076,0.29816,2.43647,0.68026,1.12635,0.00908,0.00908,0.00908
117,24213.7,1.72856,0.71964,1.13439,0.55679,0.49892,0.50142,0.29823,2.4355,0.67972,1.12618,0.009072,0.009072,0.009072
118,24561.2,1.76394,0.71392,1.13558,0.56211,0.49671,0.50169,0.29852,2.43484,0.67896,1.126,0.009064,0.009064,0.009064
119,24914.3,1.71067,0.71499,1.13349,0.56256,0.49648,0.50222,0.29881,2.43394,0.67877,1.12603,0.009056,0.009056,0.009056
120,25270.8,1.7293,0.71277,1.13281,0.5643,0.49369,0.50176,0.29864,2.43299,0.67855,1.12594,0.009048,0.009048,0.009048
121,25622.6,1.72799,0.71146,1.13222,0.55512,0.50177,0.50243,0.29874,2.43283,0.67776,1.12574,0.00904,0.00904,0.00904
122,25969.9,1.72196,0.70951,1.13073,0.55949,0.49687,0.50275,0.29909,2.43109,0.67721,1.12547,0.009032,0.009032,0.009032
123,26327.3,1.71298,0.70781,1.1278,0.56319,0.49652,0.50299,0.29929,2.43089,0.67672,1.12538,0.009024,0.009024,0.009024
124,26676,1.72604,0.7108,1.13088,0.56366,0.49836,0.50361,0.29958,2.42949,0.67651,1.12524,0.009016,0.009016,0.009016
125,27023.3,1.72335,0.70995,1.12853,0.5636,0.49818,0.50359,0.29973,2.42896,0.67633,1.12508,0.009008,0.009008,0.009008
126,27370.6,1.70467,0.70961,1.12782,0.56116,0.49893,0.50369,0.29965,2.42755,0.67549,1.12488,0.009,0.009,0.009
127,27717.1,1.70773,0.70359,1.13211,0.55986,0.49921,0.50385,0.29969,2.42581,0.67534,1.12458,0.008992,0.008992,0.008992
128,28064.4,1.72212,0.70438,1.12635,0.55933,0.50226,0.50428,0.30036,2.4239,0.67463,1.12428,0.008984,0.008984,0.008984
